Title	Content	Publish Date	Sentiment
"A Taylor Swift song is the best investment advice for 2024, Goldman Sachs says"	"Taylor Swift at the 2023 Grammy Awards.Jordan Strauss/Invision/AP
<ul><li>Goldman Sachs recommended investors channel their inner Taylor Swift when planning for 2024.</li><li>The bank said investors… [+2953 chars]"	2023-11-15T15:39:00Z	
"Dolly Parton, Taylor Swift, and more celebrities with species named after them"	"In honor of Jimmy Buffett’s “Margaritaville,” scientists named this yellow snail Cayo margarita.Hal Horowitz/WireImage/Getty Images; R. Bieler
<ul>
<li>An eponym is a scientific species name that co… [+7964 chars]"	2023-11-12T12:47:02Z	
The Biggest Snubs and Surprises of the 2024 Grammy Nominations	"The 2024 Grammy nominations were announced Friday morning and SZA took the lead, with nine nods for the singer, followed closely by Victoria Monét and Phoebe Bridgers, who each took home seven. Eight… [+4044 chars]"	2023-11-10T17:32:53Z	
Taylor Swift Sets Grammy Awards Record With ‘Anti-Hero’ Nomination	"Taylor Swifts done it again.
The Midnights singer has set a new Grammy record for the most nominations for any person in the Song of the Year category.
Swifts hit single Anti-Hero was shortlisted f… [+2321 chars]"	2023-11-10T22:14:39Z	
WATCH: Taylor Swift and Travis Kelce share a kiss after her Buenos Aires concert	"<ul><li>Whats next for Russia? 
</li><li>What comes next after Texas school shooting?
</li><li>What's next for abortion rights in America?
</li><li>The new battle for voting rights
</li><li>How w… [+2272 chars]"	2023-11-12T21:41:20Z	
Google sues two men who sent out fake copyright takedowns	"Google claims that two men used fraudulent copyright takedown notices to target 620,000 URLs in its search index, and has filed a lawsuit in California accusing them of sabotaging their competitors a… [+1082 chars]"	2023-11-14T15:28:20Z	
"Boygenius, Olivia Rodrigo, and Miley Cyrus Nominated for Record of the Year at 2024 Grammys"	"The 2024 Grammys are approaching, and Boygenius, Olivia Rodrigo, and Miley Cyrus have all received nominations for Record of the Year. SZA, Taylor Swift, Billie Eilish, Victoria Monét, and Jon Batist… [+1074 chars]"	2023-11-10T16:15:49Z	
"Billie Eilish, Dua Lipa, and SZA Nominated for Song of the Year at 2024 Grammys"	"The 2024 Grammy Award nominations were announced today, and Billie Eilish, Dua Lipa, SZA, and Taylor Swift are all up for Song of the Year. Olivia Rodrigo, Lana Del Rey, Jon Batiste, and Miley Cyrus … [+991 chars]"	2023-11-10T16:09:55Z	
Time After Time: The Surprising Connection Between Taylor Swift’s “22” and Hanson’s “MMMBop”	"On a recent episode of the Rolling Stone Music Now podcast, host Brian Hiatt shared a revelation he had while watching the blockbuster concert film Taylor Swift: The Eras Tour: Its possible to sing t… [+2972 chars]"	2023-11-15T22:00:01Z	
Taylor Swift Saved Public Transport And Now She's Fixing Airlines Too	Airlines will usually stop at nothing to squeeze every penny from you when you book to fly with them. But theres one person who can force their hand and encourage them to scrap change fees for passen… [+2355 chars]	2023-11-13T19:50:00Z	
Taylor Swift and Travis Kelce Make Out After Argentina Concert	"Don't cry for Taylor Swift in Argentina ... she had an amazing show Saturday night, after which she passionately made out with her man.
We've seen Trace Kelce and Taylor hold hands, wrap their arms … [+1618 chars]"	2023-11-12T13:36:32Z	
"Report: Travis Kelce, Taylor Swift's Parents Expected to Meet at Eagles vs. Chiefs"	"Alex Grimm/Getty Images
Travis Kelce and Taylor Swift appear to be taking the next step in their relationship.
The parents of the Chiefs tight end and world-renowned singer/songwriter are expected … [+1704 chars]"	2023-11-15T20:19:58Z	
"Grammy Nominations 2024: Taylor Swift, SZA, Phoebe Bridgers, and Victoria Monét Lead Nominees"	"The nominees for the 2024 Grammy Awards have been announced. SZA landed the most nominations this year with nine total. Shes followed by Victoria Monét and producer Serban Ghenea, who each have seven… [+2188 chars]"	2023-11-10T16:19:51Z	
Enjoy vinyl on-the-go with the world's smallest wireless portable record player for only $79.97	"TL;DR: Enjoy vinyl records like never before with the innovative RokBlok 2.0, the world's smallest portable wireless record player, for only $79.97 (Reg. $99) until 11:59 PM on 11/16.
CDs may be a t… [+2041 chars]"	2023-11-13T01:00:00Z	
"The Strikes Are Over, but the Damage to Theaters Has Just Begun"	"With the SAG-AFTRA strike settled, the six-month, multi-guild Hollywood labor disruption has finally ended, but the theatrical damage has only begun to surface.
Reviewing the films delayed until nex… [+2780 chars]"	2023-11-13T13:30:00Z	
Brazilian Swifties want to literally make Taylor Swift as big as Jesus	"Taylor Swift is exactly as big as Jesusor at least she will be if Brazilian Swifties have their way. Over the course of The Eras Tour, weve been following the way each tour stop scrambled to express … [+4686 chars]"	2023-11-15T16:30:13Z	
"The biggest snubs and surprises from the 2024 Grammy nominations: Love for Lana Del Rey, less for Drake and country music"	"As weve already noted, when it comes to the Billboard charts, 2023 was the year for country music. Curiously, though, thats not reflected in the major categories at all. Even more surprising is that … [+582 chars]"	2023-11-10T15:11:00Z	
"Alvvays, Ice Spice, Neutral Milk Hotel, Troye Sivan Among First Time Grammy Nominees"	"With Grammy mainstays like Taylor Swift, SZA, Miley Cyrus, Jon Batiste, Billie Eilish, and Olivia Rodrigo all over this year’s nominations, it can feel like same old, same old. But there are quite a … [+1511 chars]"	2023-11-10T17:23:47Z	
"Taylor Swift, SZA, and Lana Del Rey Nominated for Album of the Year at the 2024 Grammys"	"The nominees for the 2024 Grammy Award for Album of the Year have all been revealed. Taylor Swifts Midnights will compete against SZAs highly-anticipated LP SOS, Lana Del Reys latest Did You Know Tha… [+1747 chars]"	2023-11-10T16:16:29Z	
"Album Of The Year Grammy Nominees Include boygenius, Lana Del Rey, Olivia Rodrigo, Taylor Swift"	"This year’s Grammy nominations are coming out this morning, and we now know who will compete for the year’s biggest prize. Eight albums have been nominated in the Album Of The Year category, and most… [+2231 chars]"	2023-11-10T16:40:53Z	
Taylor Swift Played “Is It Over Now?” And Sang About Travis Kelce In Buenos Aires	"Taylor Swift kicked off the South American leg of her Eras Tour this week, and at her first show in Buenos Aires, she played “The Very First Night” and “Labyrinth” live for the first time. That was o… [+726 chars]"	2023-11-12T13:33:42Z	
Public transit systems try to avoid a 'death spiral' as remote work hurts ridership	"A Metro train car travels along the Red Line in Washington, D.C. Since the COVID-19 pandemic, riders have slowly returned to taking mass transit.
Chip Somodevilla/Getty Images
WASHINGTON In the nat… [+4490 chars]"	2023-11-15T10:00:29Z	
Taylor Swift’s ‘Karma’ Streams Rise After Her Nod to Travis Kelce	"What’s the worth of one changed word in a song? For Taylor Swift, it’s about a 22 percent jump in streams. 
According to data from Luminate, sales and streams for her Midnights hit “Karma” both saw … [+1891 chars]"	2023-11-14T23:59:30Z	
Taylor Swift Performs “Slut!” For The First Time And Tells Fans Not To Throw Things Onstage	"It’s been an eventful trip to Argentina for Taylor Swift. Thursday, at the first South American date of her Eras Tour, she played “The Very First Time” from Red (Taylors Version) and “Labyrinth” from… [+1354 chars]"	2023-11-13T14:30:25Z	
Swifties Agree: You ‘Can’t Help but Root’ for Taylor Swift and Travis Kelce	"When TikTok star (and unabashed Swiftie) Chris Olsen walked into Argentina’s Estadio Monumental to watch Taylor Swift‘s Eras tour, he immediately felt a “palpable energy” from the crowd after Travis … [+4489 chars]"	2023-11-15T01:24:38Z	
"Ice Spice, Victoria Monét, and Fred Again.. Nominated for Best New Artist at the 2024 Grammys"	"Ice Spice, Victoria Monét, and Fred Again.. are among the nominees for Best New Artist at the 2024 Grammy Awards. Theyre nominated alongside Jelly Roll, Noah Kahan, Coco Jones, Gracie Abrams, and the… [+673 chars]"	2023-11-10T16:10:25Z	
15 best hotels closest to SoFi Stadium for a convenient and comfortable stay	"It's not only occasional Taylor Swift concerts or regular season NFL games for the Los Angeles Chargers and the Los Angeles Rams that take over the shiny new SoFi Stadium in Inglewood, a Los Angeles … [+23643 chars]"	2023-11-10T15:30:10Z	
SZA leads the 2024 Grammy nominations as women outpace men in the leading categories	Killing her ex? Thats a bad idea. Writing Kill Bill and releasing her critically acclaimed sophomore album SOS earlier this year? That was a great one. SZA is the lead contender for the 66th Grammy A… [+4263 chars]	2023-11-10T19:12:42Z	
Roles reversed: Kelce uses bye week to attend Swift's performance	"Nov 10, 2023, 11:01 PM ET
If you haven't heard about ""new romantics"" Travis Kelce and Taylor Swift by now, you probably haven't been watching many Kansas City Chiefs games.
Editor's Picks
Seemingl… [+1521 chars]"	2023-11-11T04:12:01Z	
Watch Taylor Swift Play “The Very First Night” And “Labyrinth” Live For The First Time In Buenos Aires	"Taylor Swift’s Eras Tour has gone worldwide. Tonight, she kicked off the international leg of her tour in Buenos Aires, Argentina at the Estadio Monumental, where fans have been camping out since Jun… [+607 chars]"	2023-11-10T04:53:44Z	
The Psychology Behind Taylor Swift's Popularity	"Taylor Swift is at the top of her game. Almost 20 years since her first album was released, she has shown no sign of stopping. Arguably, she also has one of the largest fanbases in the world, althoug… [+1491 chars]"	2023-11-10T15:53:29Z	
Taylor Swift Asks Audience To Hold The Gifts: “It Really Freaks Me Out When Stuff Gets Thrown On The Stage”	"Taylor Swift likes gifts, just not on stage. 
During a concert in Buenos Aires, Argentina, Swift briefly interrupted her show when, seated at the piano, she politely asked fans not to throw things o… [+1754 chars]"	2023-11-13T16:49:09Z	
"Marvel's The Marvels opens at the top of the weekend box office, and let’s leave it at that"	"It looks like Marvel Studios domination of the U.S. box office continues, with The Marvelsthe latest entry in the MCUopening in the number one spot. Of course it did also manage to have the worst ope… [+1527 chars]"	2023-11-12T22:04:00Z	
Britney Spears Remembers Meeting Taylor Swift For The First Time & Calls Her “The Most Iconic Pop Woman Of Our Generation”	"Britney Spears is known as the Princess of Pop and is giving Taylor Swift her flowers calling her “the most iconic pop woman of our generation.”
Spears took to social media to share a throwback from… [+1135 chars]"	2023-11-12T21:57:22Z	
Insider Today: Financial freedom's reality	"Anna Kim/Insider
<ul>
<li>This post originally appeared in the Insider Today newsletter.</li>
<li>You can sign up for Insider's daily newsletter here.</li>
</ul>It's the weekend, friends! Scientists… [+7628 chars]"	2023-11-11T12:01:01Z	
Here are your 2024 Grammy nominees	"Get ready Swifties, Barbie stans, and everyone in between. Musics biggest night is coming up fast, and it looks like its going to be a tough competition between some of the biggest hits of the summer… [+11389 chars]"	2023-11-10T16:51:00Z	
How Shopify’s Celebrity Partnerships Are Changing E-Commerce	"Shopify partnered with Drake Related, the e-commerce store of recording artist Drake, to give fans ... [+] access to newly released merchandise, by downloading a QR code connecting them to Drake's Sh… [+5220 chars]"	2023-11-13T12:00:00Z	
Why A Major Airline Waived Fees Just For Taylor Swift Fans	"When Taylor Swift's Eras Tour came to Mexico City, it injected $59.1 million into the economy in four days. (Photo by Hector Vivas)
Getty Images for TAS Rights Management
Taylor Swift kicked off he… [+3183 chars]"	2023-11-13T15:55:33Z	
Taylor Swift Postpones Buenos Aires Concert As “Truly Chaotic” Weather Hits City	"Taylor Swift has postponed tonight’s Eras Tour concert in Buenos Aires due to what she called “truly chaotic” weather, a description that might also apply to the media frenzy with the arrival in Arge… [+1244 chars]"	2023-11-10T21:48:52Z	
Is Taylor Swift Engaged to Travis Kelce? 2023 Engagement Rumors Explained	"Taylor Swift and Travis Kelces relationship has been making waves this year, with the pair Shake It Off singer and Kansas City Chiefs player inevitably becoming one of the most talked-about couples i… [+1837 chars]"	2023-11-15T14:57:41Z	
What Taylor Swift Can Teach Us About Leadership	"Taylor Swift performs onstage for the opening night of ""Taylor Swift | The Eras Tour"" at State Farm ... [+] Stadium in Swift City, ERAzona (Glendale, Arizona). The city of Glendale, Arizona was cerem… [+5409 chars]"	2023-11-12T13:00:00Z	
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees"	"LOS ANGELES - MARCH 14: Taylor Swift wins the award for Album of the Year at THE 63rd ANNUAL GRAMMY® ... [+] AWARDS, broadcast live from the STAPLES Center in Los Angeles, Sunday, March 14, 2021 (8:0… [+6955 chars]"	2023-11-10T16:16:26Z	
Kelsea Ballerini Reacts to Taylor Swift & Travis Kelce’s Concert	"Kelsea Balleriniis rolling out the welcome mat for Taylor Swift andTravis Kelce's PDA era.
In fact, the ""Penthouse"" singer quite literally applauded Taylor for running up and planting a kiss on her … [+911 chars]"	2023-11-14T21:01:04Z	
Taylor Swift Breaks The Record For The Most Song Of The Year Grammy Nominations	"NEWARK, NEW JERSEY - AUGUST 26: Taylor Swift attends the 2019 MTV Video Music Awards at Prudential ... [+] Center on August 26, 2019 in Newark, New Jersey. (Photo by Jamie McCarthy/Getty Images for M… [+2462 chars]"	2023-11-10T16:10:23Z	
Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women	"TOPSHOT - Taylor Swift poses in the press room at the The 58th GRAMMY Awards at Staples Center on ... [+] February 15, 2016 in Los Angeles, California. AFP PHOTO/MARK RALSTON / AFP PHOTO / MARK RALST… [+1781 chars]"	2023-11-10T16:16:03Z	
Taylor Swift Is Inching Closer To A Billboard Chart Record No One Wants	"TORONTO, ONTARIO - SEPTEMBER 09: (NO COVERS) Taylor Swift attends 'In Conversation With... Taylor ... [+] Swift' during the 2022 Toronto International Film Festival at TIFF Bell Lightbox on September… [+2617 chars]"	2023-11-14T13:00:00Z	
"Why Is Taylor Swift’s Eras Tour Movie Not Shown on Mondays, Tuesdays, or Wednesdays?"	"Taylor Swifts Eras Tour Movie is surprisingly screened only on Thursdays, Fridays, Saturdays, and Sundays, and fans want to know why its not showing on Mondays, Tuesdays, or Wednesdays. Here is all y… [+1816 chars]"	2023-11-14T13:13:17Z	
"Yes, Royal Caribbean has a cruise for Taylor Swift fans"	"Taylor Swift already has a major presence on Royal Caribbean cruise ships. She's a popular part of the playlist from the various DJs on board, and the live artists in the pub and Schooner Bar often c… [+330 chars]"	2023-11-13T15:29:07Z	
Taylor Swift reveals the fan behavior that freaks her out	"During her Buenos Aires concert on Sunday night, Taylor Swift asked fans to stop throwing things on stage, saying ""it really freaks me out.""During the ""Evermore"" part of her Eras Tour set, Swift paus… [+283 chars]"	2023-11-13T15:26:14Z	
Travis Kelce Sings With Brother Jason on Philadelphia Eagles Christmas Song	"For Travis and Jason Kelce, blood is thicker than water ... because the Kansas City Chiefs star is singing on a Philadelphia Eagles Christmas song despite an NFL rivalry.
Here's the deal ... Travis … [+1541 chars]"	2023-11-15T01:55:56Z	
"Diane Warren Touts Cool ’80 For Brady’ Cast, Singers & Taylor Swift – Sound & Screen Film"	"Diane Warren lined up an all-star girl group including Debbie Harry, Dolly Parton, Belinda Carlisle, Cyndi Lauper and Gloria Estefan to sing “Gonna Be You,” from the film 80 for Brady.
“I love great… [+1644 chars]"	2023-11-10T19:41:56Z	
Why Is This Engineer/Mixer Among the Top 2024 Grammy Nominees?	"What do Usher’s Confessions, La Roux’s “In For the Kill,” and Taylor Swift‘s Folklore have in common? They were all mixed by 45-time Grammy-nominated Serban Ghenea. 
You may not have noticed, but th… [+1527 chars]"	2023-11-10T17:20:17Z	
Taylor Swift’s New Album Was Bigger Than The Rest Of The Top 50 Titles Combined	"LONDON, ENGLAND - MAY 11: Taylor Swift reacts to winning the Global icon Award during The BRIT ... [+] Awards 2021 at The O2 Arena on May 11, 2021 in London, England. (Photo by JMEnternational/JMEnte… [+2086 chars]"	2023-11-11T14:00:00Z	
Taylor Swift’s ‘Red (Taylor’s Version)’ Hits A Special Billboard Milestone	"LONDON, ENGLAND - MAY 11: Taylor Swift accepts the award for Global Icon during The BRIT Awards 2021 ... [+] at The O2 Arena on May 11, 2021 in London, England. (Photo by Dave J Hogan/Getty Images)
… [+1860 chars]"	2023-11-14T18:34:00Z	
Taylor Swift Replaces Herself At No. 1 On The Hot 100–Again	"NASHVILLE, TENNESSEE - SEPTEMBER 20: NSAI Songwriter-Artist of the Decade honoree, Taylor Swift ... [+] performs onstage during NSAI 2022 Nashville Songwriter Awards at Ryman Auditorium on September … [+1956 chars]"	2023-11-13T19:36:25Z	
Taylor Swift Adds Two More Summer 2024 London Eras Tour Dates With Paramore	Taylor Swift is giving her UK fans two more chances to get in on the Eras Tour action. The singer announced on Monday (Nov. 13) that she will be adding a pair of gigs in London to her stint at London… [+242 chars]	2023-11-14T13:54:09Z	
Taylor Swift Ensures That No Men Chart A Top 10 Hit This Week	"CLEVELAND, OHIO - OCTOBER 30:Taylor Swift performs onstage during the 36th Annual Rock &amp; Roll Hall ... [+] Of Fame Induction Ceremony at Rocket Mortgage Fieldhouse on October 30, 2021 in Clevelan… [+2455 chars]"	2023-11-13T13:00:00Z	
Taylor Swift Smashes Records All The Time–But She Can’t Quite Catch Adele	"BEVERLY HILLS, CALIFORNIA - JANUARY 05: 77th ANNUAL GOLDEN GLOBE AWARDS Pictured: Taylor Swift ... [+] arrives to the 77th Annual Golden Globe Awards held at the Beverly Hilton Hotel on January 5, 20… [+1738 chars]"	2023-11-12T14:00:00Z	
Jung Kook Blocked From Making Billboard History By Taylor Swift	"Jung Kook (Big Hit Music)
Big Hit Music
Jung Kook's debut album Golden has earned a strong start on the Billboard charts this week, marking another significant milestone in his career. While the ti… [+2157 chars]"	2023-11-13T16:00:46Z	
Hilarie Burton Predicts Taylor Swift & Travis Kelce Engagement by May	"It's a love story, and, baby, Hilarie Burton thinks Taylor Swift may just say yes to Travis Kelce. 
After seeing the Kansas City Chiefs player's reaction to the singer's sweet ""Karma"" shout-out at h… [+726 chars]"	2023-11-13T13:35:35Z	
Taylor Swift Matches One Of BTS’s Most Impressive Chart Feats	"PARK CITY, UTAH - JANUARY 23: Taylor Swift attends the Netflix premiere of Miss Americana at ... [+] Sundance Film Festival on January 23, 2020 in Park City, Utah. (Photo by Kevin Mazur/Getty Images … [+1987 chars]"	2023-11-15T15:00:00Z	
"Rufus Wainwright on Taylor Swift, Opera, and 20 Years of Want"	"Listen via Apple Podcasts | Spotify | Google Podcasts | Amazon Podcasts | Pocket Casts | Radio Public | RSS
Rufus Wainwright joins Kyle Meredith for a live taping of Kyle Meredith With… to talk abou… [+1400 chars]"	2023-11-10T17:26:16Z	
"Marvel Movies Deadpool 3, Captain America 4, Thunderbolts, And Blade Delayed"	"Marvel Studios has announced a number of delays for its upcoming movie slate, led by Deadpool 3 slipping from May 3, 2024 to July 26, 2024, according to Variety.
Marvel also delayed Captain America:… [+2397 chars]"	2023-11-13T16:01:00Z	
Choreographer Mandy Moore Is Judging DWTS' Taylor Swift Night	"No. 6: He's Family-OrientedLike Taylor, who is close with her parents, particularly her mother Andrea, Travis hails from a tight-knit fam, including his parents Ed and Donna Kelce.
Donna became a be… [+1171 chars]"	2023-11-15T21:40:41Z	
All Aboard the Taylor Swift Cruise	"Ahoy, Swifties! Have you ever wanted to combine the ecstasy of the Eras Tour with the agony of seasickness? Next October, youll have the chance to make your dreams come true. Travel agency Marvelous … [+1461 chars]"	2023-11-15T17:20:58Z	
“Shocked” Travis Kelce Reacts to Taylor Swift’s Concert Shoutout	"Karma really is her boyfriend. 
It was a big weekend for Travis Kelce and Taylor Swift as they took their romance south of the equator to Argentina for the Grammy winner'sshows in Buenos Aires. And … [+775 chars]"	2023-11-15T13:12:20Z	
Taylor Swift Scolds Concertgoers for Throwing Things on Stage in Buenos Aires: ‘It Really Freaks Me Out’	"Taylor Swift is reminding fans to not throw things onto the stage at her shows.At least one object made its way toward Swift in Buenos Aires, Argentina, Sunday night (Nov. 12) while she was performin… [+285 chars]"	2023-11-13T02:14:15Z	
"Instead of Taylor Swift beat reporters, we need Nextdoor beat reporters"	"Its time for a local news version of the much-cited Willie Sutton quote (about why he robs banks). In addition to creating news websites and trying to lure people to visit them, we should place repor… [+6551 chars]"	2023-11-15T12:00:01Z	
Taylor Swift asks fans not to throw things on stage: “It really freaks me out”	"Taylor Swift has become the latest artist to ask that fans don't throw items onto the stage during live shows, telling her audience at a show in Argentina that it ""freaks me out"" when it happens. 
S… [+1792 chars]"	2023-11-13T13:02:13Z	
Taylor Swift-Travis Kelce romance gets more props from Chiefs coach: It's 'a good thing'	"Kansas City Chiefs head coach Andy Reid has again endorsed Travis Kelce and Taylor Swifts romance. 
The NFL coach endorsed the globally watched relationship again on Monday when he was asked about t… [+2177 chars]"	2023-11-14T17:57:27Z	
IDFA’s Orwa Nyrabia Criticizes Documentary Distributors For “Populist” Mentality And Playing It Safe: “You Cannot All Live Off Taylor Swift”	"Documentary’s gatekeepers are playing it awfully safe lately, in the estimation of Orwa Nyrabia, artistic director of the International Documentary Festival Amsterdam, the world’s largest documentary… [+8971 chars]"	2023-11-13T09:00:00Z	
Fact Check: Taylor Swift Was Photographed Eating Ice Cream as Children Cry?	"Claim:
An image shared in November 2023 authentically showed Taylor Swift holding an ice cream cone as children cry beside her.
In November 2023, an image circulated online allegedly showing Taylor… [+1925 chars]"	2023-11-13T21:47:00Z	
‘Live With Kelly & Mark’ Treated To Largest Audience In Over A Year For Taylor Swift-Inspired Halloween Episode	"EXCLUSIVE: No tricks, just treats for this year’s Halloween episode of Live with Kelly and Mark.
Live’s Halloween: The Eras Show scored 2.9M viewers on October 31, making it the most-watched Hallowe… [+1889 chars]"	2023-11-15T22:00:00Z	
Why Travis Kelce Was MIA From Taylor Swift’s Argentina Eras Tour Stop	"They were jet set like Bonnie and Clyde...
But not quite yet. After Travis Kelcehinted that he might be joining girlfriend Taylor Swift in Argentina for her Eras World Tour stops, Swifties everywher… [+829 chars]"	2023-11-10T13:20:24Z	
Travis Kelce Is Taylor Swift's Biggest Fan at Her Argentina Concert	"""My skin's getting real pale,"" the 34-year-old joked on the Nov. 8 episode of their New Heights podcast, ""so I gotta go somewhere sunny."" 
After Jason suggested that he should head somewhere south, … [+754 chars]"	2023-11-12T01:00:00Z	
What the Doomsayers Get Wrong About Deepfakes	"Theres a video of Gal Gadot having sex with her stepbrother on the internet. With that sentence, written by the journalist Samantha Cole for the tech site Motherboard in December, 2017, a queasy new … [+6120 chars]"	2023-11-13T11:00:00Z	
Taylor Swift and Travis Kelce Draw Cheers During Date in Buenos Aires	"Taylor Swift and Travis Kelce's love story has gone globaland received a round of applause.
On Nov. 10, the couple reunited in Buenos Aires, where the pop star is set to perform the following day th… [+672 chars]"	2023-11-11T18:31:24Z	
Trump's dementia and teddy bear sex in this week's dubious tabloids	"""Matthew Perry Didn't Have To Die!"" screams the cover, declaring: ""Grim cover-up exposed!""
Apparently ""the truth behind the tragic funnyman's final minutes is being buried by the Los Angeles County … [+8744 chars]"	2023-11-11T12:00:00Z	
Watch Kendrick Lamar and Baby Keem Debut ‘The Hillbillies’ Live at Camp Flog Gnaw	"When Tyler, the Creator made a brief cameo in the music video for Kendrick Lamar and Baby Keem’s latest collaboration, “The Hillbillies,” it felt like a tease of something to come. Indeed, this weeke… [+1718 chars]"	2023-11-13T09:54:41Z	
The 2024 Grammy Nominations Are Here	"The 2024 Grammynominations will be announced today, Nov. 10, via livestream starting at 10:45 a.m. ET. The show will air on YouTube, as well as the Grammy website.
A number of big-name presenters ha… [+1464 chars]"	2023-11-10T15:16:46Z	
Travis Kelce says Taylor Swift's lyric change at Argentina concert 'shocked' him	"In perhaps the most obvious public confirmation of their relationship since rumors of it first surfaced back in September, Taylor Swift changed the lyrics to one of her songs to refer to Travis Kelce… [+3816 chars]"	2023-11-15T17:36:07Z	
Taylor Swift Is ‘Never Beating the Sorcery Allegations’ After Perfectly Timed Eras Tour Moment	"Taylor Swift is proving time and time again that shes the ultimate Mastermind.The pop superstar took to Twitter to share a hilarious video from her Eras tour stop in Buenos Aires, Argentina, this wee… [+285 chars]"	2023-11-14T00:22:09Z	
Britney Spears’ Manager Bashes Chloe Fineman’s ‘SNL’ Impression: “Did You Find Her On Craigslist?”	"Imitation is the sincerest form of flattery? Not according to Britney Spears manager, Cade Hudson. While his Instagram account is private, Daily Beast reported that he put Saturday Night Live on blas… [+2220 chars]"	2023-11-13T18:30:00Z	
"How Gigi Hadid Really Feels About Taylor Swift, Travis Kelce's Romance"	"Gigi Hadid is in vigilante mode.
The model recently shut down a report that claimed she wasn't all too fond of the budding romance between close friend Taylor Swift and NFL starTravis Kelce. In fact… [+821 chars]"	2023-11-14T13:18:35Z	
Taylor Swift’s Ex Joe Alwyn Makes First Public Appearance in 6 Months	"The first song Taylor Swift collaborated on with her former boyfriend Joe Alwyn, the ballad appears on 2020's Folklore as a duet with Bon Iver. At the time of the album's release, Joe was credited un… [+1042 chars]"	2023-11-15T22:50:44Z	
Why Travis Kelce Is Apologizing to Taylor Swift's Dad	"Travis Kelceis leaving no blank spaces in his apology to Taylor Swift's dad.
After all, the NFL player was so enchanted by the ""Bejeweled"" singer's lyric change referencing their relationship during… [+857 chars]"	2023-11-15T21:04:22Z	
Grammys 2024 Nominations Revealed (Live Updates)	"Nominees for the 2024 Grammy Awards will be revealed today, Friday, November 10th, beginning at 10:45 a.m. ET / 7:45 a.m. PT.
The list of nominees will be published on Consequence as they are reveal… [+1505 chars]"	2023-11-10T14:00:23Z	
"Fact Check: Joe Alwyn Furiously Reacts to Taylor Swift Dating Travis Kelce, as Videos Claim?"	"On Nov. 13, 2023, a YouTube video claimed that actor Joe Alwyn had ""furiously"" reacted to singer Taylor Swift dating Kansas City Chiefs football player Travis Kelce without any evidence to corroborat… [+2388 chars]"	2023-11-14T21:45:00Z	
Taylor Swift Runs and Kisses Travis Kelce After Buenos Aires Concert	"Now that's a hard launch.
Taylor Swift didn't walkshe ran straight into Travis Kelce's arms after finishing her second Eras tour show in Buenos Aires Nov. 11, meeting the Kansas City Chiefs player i… [+882 chars]"	2023-11-12T18:16:56Z	
Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women	"Taylor Swifts latest full-length album of original material, Midnights, is a contender for the Album of the Year Grammy. This comes as a surprise to absolutely no one, as the set was named as a likel… [+334 chars]"	2023-11-10T16:52:16Z	
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees"	"What makes a release the album of the year is completely up to interpretation by Grammy voters, and thats what has made it so difficult to predict in the past few years. The trophy has gone to some s… [+300 chars]"	2023-11-10T16:52:16Z	
"Instead of Taylor Swift beat reporters, we need Nextdoor beat reporters"	"Its time for a local news version of the much-cited Willie Sutton quote (about why he robs banks). In addition to creating news websites and trying to lure people to visit them, we should place repor… [+310 chars]"	2023-11-15T12:10:15Z	
Could Taylor Swift make it to K.C. for Kelce brothers' Super Bowl rematch?	"We already know several of Travis Kelce's loved ones will be in the building next week when Kelce and the Chiefs take the field. After all, the Chiefs are playing the Eagles and Travis's brother, Jas… [+5736 chars]"	2023-11-14T00:01:21Z	
Why is Taylor Swift so popular?	What lengths would you go to for your favourite musician? Hours spent refreshing a web page? Queuing in the rain for a meet-and-greet? If you could see yourself camping for five months outside a venu… [+9871 chars]	2023-11-10T12:51:00Z	
Travis Kelce records Christmas song with brother Jason. Is duet with Taylor Swift next?	"Travis Kelce is more than a Pro Bowl tight end and two-time Super Bowl champion with the Kansas City Chiefs.
And hes more than the boyfriend of pop superstar Taylor Swift.
He is now a recording art… [+2671 chars]"	2023-11-15T19:28:01Z	
Taylor Swift keeps sending flowers to Kelly Clarkson. A 2019 tweet might be why	"Taylor Swift sent Kelly Clarkson flowers after the release of 1989 (Taylors Version), the Since U Been Gone singer said Thursday. 
But its not the first time Clarkson has received such a gift from S… [+2235 chars]"	2023-11-11T00:12:20Z	
Barbie Paints The Grammys Pink	"Margot Robbie on the pink carpet at the London premiere of ""Barbie.""
AFP via Getty Images
The Barbie world continues to expand. Music and artists associated with Greta Gerwigs blockbuster film - wh… [+1870 chars]"	2023-11-10T16:50:35Z	
"SZA, Taylor Swift, Olivia Rodrigo lead female-dominated 2024 Grammy nominations"	"If the nominations for the 66th Grammy Awards make anything clear, its this: When musics highest honors are handed out in February, the winner of the most-coveted prizes will be either a female act o… [+9571 chars]"	2023-11-10T16:17:15Z	
